"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"Tarbimine";"Tootmine";"Planeeritud tarbimine";"Planeeritud tootmine"
"1726444800";"16.09.2024 03:00";"568,5";"385,8";"603,1";"382,9"
"1726448400";"16.09.2024 04:00";"563,4";"399,2";"606,1";"418,8"
"1726452000";"16.09.2024 05:00";"586,4";"418,9";"622";"427,6"
"1726455600";"16.09.2024 06:00";"706,5";"475,8";"730,8";"473,6"
"1726459200";"16.09.2024 07:00";"846,2";"505,5";"824,4";"490,3"
"1726462800";"16.09.2024 08:00";"977";"605,9";"901,3";"552"
"1726466400";"16.09.2024 09:00";"1034,8";"694,9";"958,6";"699,8"
"1726470000";"16.09.2024 10:00";"1015,9";"792";"997,9";"802,6"
"1726473600";"16.09.2024 11:00";"874,4";"880,8";"968,6";"915,9"
"1726477200";"16.09.2024 12:00";"734,1";"946,2";"898,9";"1053,4"
"1726480800";"16.09.2024 13:00";"716,6";"930,2";"924,5";"1022,9"
"1726484400";"16.09.2024 14:00";"674,9";"805,7";"867,5";"954,7"
"1726488000";"16.09.2024 15:00";"672,1";"701,1";"822,3";"880,9"
"1726491600";"16.09.2024 16:00";"690";"601,2";"825,1";"773,8"
"1726495200";"16.09.2024 17:00";"754";"504,5";"880,3";"627,7"
"1726498800";"16.09.2024 18:00";"832,6";"421,7";"864,4";"477,3"
"1726502400";"16.09.2024 19:00";"853,6";"460,3";"849,4";"445,3"
"1726506000";"16.09.2024 20:00";"888,7";"526,8";"846,1";"539,3"
"1726509600";"16.09.2024 21:00";"848,3";"485,9";"824,6";"451,4"
"1726513200";"16.09.2024 22:00";"765,7";"477,7";"738,1";"450,2"
"1726516800";"16.09.2024 23:00";"680,7";"491,4";"676,7";"452,9"
"1726520400";"17.09.2024 00:00";"637,1";"483,1";"664,7";"459,2"
"1726524000";"17.09.2024 01:00";"616,4";"478,9";"606,7";"457,6"
"1726527600";"17.09.2024 02:00";"591,4";"469,9";"589,3";"455,7"
"1726531200";"17.09.2024 03:00";"577,6";"488,4";"575,2";"446,2"
"1726534800";"17.09.2024 04:00";"587,7";"486";"597,2";"438,8"
"1726538400";"17.09.2024 05:00";"611,8";"525,8";"636,7";"500,5"
"1726542000";"17.09.2024 06:00";"726,7";"571,6";"779,6";"584,9"
"1726545600";"17.09.2024 07:00";"881,8";"670,2";"872,4";"631,9"
"1726549200";"17.09.2024 08:00";"944,6";"787";"922,1";"720,1"
"1726552800";"17.09.2024 09:00";"901";"890,3";"918,3";"874,7"
"1726556400";"17.09.2024 10:00";"828,2";"957,2";"855,1";"1036,7"
"1726560000";"17.09.2024 11:00";"764,3";"993,1";"812,2";"1132,8"
"1726563600";"17.09.2024 12:00";"712,2";"998,8";"799,6";"1214"
"1726567200";"17.09.2024 13:00";"687,7";"990,9";"831,8";"1217"
"1726570800";"17.09.2024 14:00";"656,8";"851,6";"814,9";"1062,8"
"1726574400";"17.09.2024 15:00";"652";"748,5";"783,9";"930,9"
"1726578000";"17.09.2024 16:00";"710,6";"755,7";"821,1";"899,1"
"1726581600";"17.09.2024 17:00";"799,9";"642,6";"870,8";"802,5"
"1726585200";"17.09.2024 18:00";"840,3";"598,3";"874,6";"640,4"
"1726588800";"17.09.2024 19:00";"851,9";"569,3";"877";"592,9"
"1726592400";"17.09.2024 20:00";"875";"571,6";"863,7";"583,6"
"1726596000";"17.09.2024 21:00";"832";"567,5";"826,6";"583,1"
"1726599600";"17.09.2024 22:00";"755,1";"552,7";"779,2";"564,2"
"1726603200";"17.09.2024 23:00";"686,6";"522,5";"727,8";"551,3"
"1726606800";"18.09.2024 00:00";"636,4";"434,2";"680";"459,1"
"1726610400";"18.09.2024 01:00";"609,8";"326";"639,8";"352,3"
"1726614000";"18.09.2024 02:00";"605,2";"326,1";"609,3";"321,5"
"1726617600";"18.09.2024 03:00";"592,1";"337,2";"625,2";"354,9"
"1726621200";"18.09.2024 04:00";"595,3";"329,9";"633,7";"354,1"
"1726624800";"18.09.2024 05:00";"626,8";"310,2";"645,2";"321,4"
"1726628400";"18.09.2024 06:00";"736,3";"347";"742,3";"354"
"1726632000";"18.09.2024 07:00";"899,4";"437,6";"851,2";"397,4"
"1726635600";"18.09.2024 08:00";"1038,9";"577,4";"925,7";"489,1"
"1726639200";"18.09.2024 09:00";"1054,1";"678,2";"935,4";"622"
"1726642800";"18.09.2024 10:00";"1043";"718,3";"883,6";"759,3"
"1726646400";"18.09.2024 11:00";"1017,4";"799,7";"876,4";"818,6"
"1726650000";"18.09.2024 12:00";"920";"801,2";"944,4";"846,3"
"1726653600";"18.09.2024 13:00";"855,4";"786";"948,2";"895,2"
"1726657200";"18.09.2024 14:00";"757,5";"749,2";"911,1";"896,6"
"1726660800";"18.09.2024 15:00";"700,1";"655,5";"894,8";"842,9"
"1726664400";"18.09.2024 16:00";"695";"557,8";"864,1";"761,4"
"1726668000";"18.09.2024 17:00";"769";"462,8";"846,6";"585,6"
"1726671600";"18.09.2024 18:00";"849";"405,4";"823,6";"461,6"
"1726675200";"18.09.2024 19:00";"872,7";"384,4";"853,7";"414,8"
"1726678800";"18.09.2024 20:00";"884,1";"386,7";"871,6";"395,8"
"1726682400";"18.09.2024 21:00";"839,5";"372,5";"860,5";"401,9"
"1726686000";"18.09.2024 22:00";"761,7";"340,2";"767,3";"379,8"
"1726689600";"18.09.2024 23:00";"676,8";"345,4";"664,6";"400,9"
"1726693200";"19.09.2024 00:00";"632";"340,2";"644,6";"355"
"1726696800";"19.09.2024 01:00";"600,8";"325,2";"633,5";"361,7"
"1726700400";"19.09.2024 02:00";"590";"339,2";"626";"358,7"
"1726704000";"19.09.2024 03:00";"590";"315,8";"617,1";"330,5"
"1726707600";"19.09.2024 04:00";"593";"306,6";"634";"329,8"
"1726711200";"19.09.2024 05:00";"626,3";"298,2";"678,1";"333,3"
"1726714800";"19.09.2024 06:00";"731,3";"317,3";"778,8";"349,5"
"1726718400";"19.09.2024 07:00";"914,7";"443,5";"845,6";"391,2"
"1726722000";"19.09.2024 08:00";"1052,8";"605,9";"914,3";"480,4"
"1726725600";"19.09.2024 09:00";"1067,7";"732,6";"927,1";"636,5"
"1726729200";"19.09.2024 10:00";"1018,9";"792,4";"956,7";"791,2"
"1726732800";"19.09.2024 11:00";"976,9";"837,2";"875";"889,9"
"1726736400";"19.09.2024 12:00";"862,4";"833,7";"908,4";"959,1"
"1726740000";"19.09.2024 13:00";"803,6";"799,5";"947";"951,1"
"1726743600";"19.09.2024 14:00";"714,2";"742,4";"910,7";"914,4"
"1726747200";"19.09.2024 15:00";"640,5";"639,9";"914,8";"836,3"
"1726750800";"19.09.2024 16:00";"626,8";"524,1";"885";"720,7"
"1726754400";"19.09.2024 17:00";"713,4";"410,2";"848,3";"538,2"
"1726758000";"19.09.2024 18:00";"841,8";"395,2";"862,6";"442,1"
"1726761600";"19.09.2024 19:00";"875,4";"347,9";"866";"372,9"
"1726765200";"19.09.2024 20:00";"890,9";"348,1";"899,3";"372,9"
"1726768800";"19.09.2024 21:00";"843,6";"360,6";"834,1";"391,1"
"1726772400";"19.09.2024 22:00";"774,4";"371,9";"770,8";"381,8"
"1726776000";"19.09.2024 23:00";"697,2";"344,2";"694,3";"365,4"
"1726779600";"20.09.2024 00:00";"652,4";"331,2";"661";"340,3"
"1726783200";"20.09.2024 01:00";"628,5";"320,3";"634,8";"336"
"1726786800";"20.09.2024 02:00";"608,8";"321,5";"601,4";"342,2"
"1726790400";"20.09.2024 03:00";"603,7";"334,2";"594,8";"334,1"
"1726794000";"20.09.2024 04:00";"608,9";"348,9";"610,5";"338"
"1726797600";"20.09.2024 05:00";"637,7";"345";"647,1";"343,8"
"1726801200";"20.09.2024 06:00";"738";"381,5";"755,2";"379,5"
"1726804800";"20.09.2024 07:00";"908,5";"487,9";"865,5";"419,8"
"1726808400";"20.09.2024 08:00";"1041,7";"630,8";"937,6";"506,6"
"1726812000";"20.09.2024 09:00";"1046,4";"730,6";"951,2";"631,4"
"1726815600";"20.09.2024 10:00";"1011,4";"774,2";"949";"777"
"1726819200";"20.09.2024 11:00";"936,5";"824,1";"874,5";"870,4"
"1726822800";"20.09.2024 12:00";"792,9";"839,3";"899,3";"923,2"
"1726826400";"20.09.2024 13:00";"724,4";"827,6";"936,8";"951,4"
"1726830000";"20.09.2024 14:00";"646,3";"769,4";"917,9";"936,4"
"1726833600";"20.09.2024 15:00";"582";"670,9";"893,8";"873,7"
"1726837200";"20.09.2024 16:00";"581,8";"552";"874,9";"774,6"
"1726840800";"20.09.2024 17:00";"681,6";"456";"871,1";"622,5"
"1726844400";"20.09.2024 18:00";"803,6";"434,3";"863,3";"499,9"
"1726848000";"20.09.2024 19:00";"836,6";"416,3";"853,8";"448,1"
"1726851600";"20.09.2024 20:00";"848,2";"471,4";"876,5";"465,7"
"1726855200";"20.09.2024 21:00";"807,9";"459,9";"839,8";"465,2"
"1726858800";"20.09.2024 22:00";"749,1";"464,4";"771,5";"480,9"
"1726862400";"20.09.2024 23:00";"679,7";"446,1";"700,6";"479,6"
"1726866000";"21.09.2024 00:00";"635,5";"414,8";"651,6";"447,1"
"1726869600";"21.09.2024 01:00";"601,9";"411,6";"622,3";"427,3"
"1726873200";"21.09.2024 02:00";"587,4";"411,9";"610,7";"411,6"
"1726876800";"21.09.2024 03:00";"579,3";"374,3";"614,3";"371,1"
"1726880400";"21.09.2024 04:00";"577,1";"361,6";"612,7";"366,2"
"1726884000";"21.09.2024 05:00";"584,8";"359,1";"613,1";"387"
"1726887600";"21.09.2024 06:00";"619,9";"372,5";"637,4";"379,4"
"1726891200";"21.09.2024 07:00";"708,4";"457,5";"662,9";"427,7"
"1726894800";"21.09.2024 08:00";"834";"592,7";"704,5";"512,3"
"1726898400";"21.09.2024 09:00";"853,1";"685,9";"741";"604,9"
"1726902000";"21.09.2024 10:00";"817,3";"767,1";"788,8";"699,5"
"1726905600";"21.09.2024 11:00";"734,7";"827,6";"760,8";"813,7"
"1726909200";"21.09.2024 12:00";"668,7";"852,5";"778,1";"853,7"
"1726912800";"21.09.2024 13:00";"639,7";"827";"780,1";"918,4"
"1726916400";"21.09.2024 14:00";"599,9";"775,8";"753,8";"873,4"
"1726920000";"21.09.2024 15:00";"573,8";"684,4";"775,5";"829,8"
"1726923600";"21.09.2024 16:00";"568,1";"599,9";"740,4";"731,3"
"1726927200";"21.09.2024 17:00";"649";"496,1";"752,5";"585,8"
"1726930800";"21.09.2024 18:00";"747,8";"458";"740";"506,1"
"1726934400";"21.09.2024 19:00";"772,8";"507,8";"776,7";"492,9"
"1726938000";"21.09.2024 20:00";"784,8";"537,4";"787,1";"520,5"
"1726941600";"21.09.2024 21:00";"748,3";"502,3";"770,3";"507,4"
"1726945200";"21.09.2024 22:00";"700,5";"482,6";"701,3";"484,6"
"1726948800";"21.09.2024 23:00";"653,1";"460,7";"671,2";"463,2"
"1726952400";"22.09.2024 00:00";"624,6";"444,5";"643";"428,9"
"1726956000";"22.09.2024 01:00";"594,3";"434,9";"621,3";"447,6"
"1726959600";"22.09.2024 02:00";"581,5";"422,8";"586,6";"428,9"
"1726963200";"22.09.2024 03:00";"572,8";"412,5";"558,6";"394,5"
"1726966800";"22.09.2024 04:00";"570,5";"440,9";"562,2";"403,6"
"1726970400";"22.09.2024 05:00";"575,8";"420,3";"576,1";"395,1"
"1726974000";"22.09.2024 06:00";"600,1";"406,1";"610";"386,3"
"1726977600";"22.09.2024 07:00";"702,6";"503,7";"619,6";"398,9"
"1726981200";"22.09.2024 08:00";"764,5";"651,6";"679,8";"503,5"
"1726984800";"22.09.2024 09:00";"712";"773,3";"708,8";"648,4"
"1726988400";"22.09.2024 10:00";"643,4";"822,2";"746,7";"789,5"
"1726992000";"22.09.2024 11:00";"625,7";"839,7";"722,3";"853"
"1726995600";"22.09.2024 12:00";"604,9";"828,2";"690,6";"886,5"
"1726999200";"22.09.2024 13:00";"548,9";"805,6";"685,9";"910,5"
"1727002800";"22.09.2024 14:00";"488,1";"720,4";"707,1";"879,5"
"1727006400";"22.09.2024 15:00";"463,3";"611,9";"750,3";"800,5"
"1727010000";"22.09.2024 16:00";"511,4";"521,9";"711,4";"680,3"
"1727013600";"22.09.2024 17:00";"617,3";"446,6";"732,2";"567,3"
"1727017200";"22.09.2024 18:00";"735";"381,1";"776";"432,9"
"1727020800";"22.09.2024 19:00";"803,2";"363,3";"814,6";"395,1"
"1727024400";"22.09.2024 20:00";"806,3";"375";"829,4";"403,3"
"1727028000";"22.09.2024 21:00";"759,2";"398";"800,1";"399,9"
"1727031600";"22.09.2024 22:00";"711,4";"420";"738,1";"408"
"1727035200";"22.09.2024 23:00";"647,1";"408,7";"677";"398,6"
"1727038800";"23.09.2024 00:00";"608,9";"399,1";"668,9";"386"
"1727042400";"23.09.2024 01:00";"589,6";"416,7";"662,5";"391"
"1727046000";"23.09.2024 02:00";"578,5";"420,2";"672";"379,9"
"1727049600";"23.09.2024 03:00";"585,1";"393,5";"656,7";"373,8"
"1727053200";"23.09.2024 04:00";"597";"375,7";"653,8";"376,7"
"1727056800";"23.09.2024 05:00";"618,2";"361,2";"672,1";"388,7"
"1727060400";"23.09.2024 06:00";"724,8";"386,5";"773,6";"418,1"
"1727064000";"23.09.2024 07:00";"869,9";"478,5";"882,1";"462,3"
"1727067600";"23.09.2024 08:00";"981,5";"591,6";"943";"538,2"
"1727071200";"23.09.2024 09:00";"984,3";"673,3";"976,2";"611,7"
"1727074800";"23.09.2024 10:00";"892,8";"686,3";"954,7";"693,2"
"1727078400";"23.09.2024 11:00";"815";"711,6";"904,9";"735"
"1727082000";"23.09.2024 12:00";"742,6";"745,2";"873,4";"790,2"
"1727085600";"23.09.2024 13:00";"704,7";"729,5";"904,4";"823,3"
"1727089200";"23.09.2024 14:00";"637,9";"691,8";"873,3";"852,2"
"1727092800";"23.09.2024 15:00";"617,6";"632,3";"856,6";"825"
"1727096400";"23.09.2024 16:00";"668,6";"542,5";"847,9";"731,4"
"1727100000";"23.09.2024 17:00";"775,4";"493,2";"854,9";"598,1"
"1727103600";"23.09.2024 18:00";"859,3";"446";"880,6";"495,5"
"1727107200";"23.09.2024 19:00";"891,1";"466,2";"846";"474,3"
"1727110800";"23.09.2024 20:00";"893,2";"485,7";"870,5";"485,2"
"1727114400";"23.09.2024 21:00";"846,2";"495,3";"840,3";"498,5"
"1727118000";"23.09.2024 22:00";"772,2";"496";"757,1";"435,1"
"1727121600";"23.09.2024 23:00";"702,2";"487,5";"712,8";"460,8"
"1727125200";"24.09.2024 00:00";"649,5";"471,5";"666,5";"460,1"
"1727128800";"24.09.2024 01:00";"633,7";"453,2";"643,5";"457,4"
"1727132400";"24.09.2024 02:00";"616";"458,3";"616,5";"433,8"
"1727136000";"24.09.2024 03:00";"608,7";"441,7";"627,1";"429,8"
"1727139600";"24.09.2024 04:00";"613,3";"443,2";"637";"423,5"
"1727143200";"24.09.2024 05:00";"643,4";"448";"686";"428,9"
"1727146800";"24.09.2024 06:00";"753,7";"461,8";"787,7";"465,7"
"1727150400";"24.09.2024 07:00";"930,7";"585,5";"858,4";"467,5"
"1727154000";"24.09.2024 08:00";"1060,2";"756,8";"925";"580,6"
"1727157600";"24.09.2024 09:00";"997,1";"793,7";"935,4";"719,4"
"1727161200";"24.09.2024 10:00";"878,6";"770,8";"952,5";"825,4"
"1727164800";"24.09.2024 11:00";"796,1";"797";"926,2";"895,1"
"1727168400";"24.09.2024 12:00";"714,9";"807,2";"929,1";"943,5"
"1727172000";"24.09.2024 13:00";"689,6";"789,7";"897,6";"947,2"
"1727175600";"24.09.2024 14:00";"676,1";"733,9";"901,3";"928,3"
"1727179200";"24.09.2024 15:00";"693,4";"636,6";"858,5";"853,6"
"1727182800";"24.09.2024 16:00";"751,6";"546,2";"834,7";"734,4"
"1727186400";"24.09.2024 17:00";"828,7";"483,3";"847,1";"594,1"
"1727190000";"24.09.2024 18:00";"854,1";"442,6";"841,2";"479,4"
"1727193600";"24.09.2024 19:00";"905,8";"522,9";"868";"471"
"1727197200";"24.09.2024 20:00";"899,3";"565,7";"887,1";"505,6"
"1727200800";"24.09.2024 21:00";"848,9";"582,1";"791,6";"486,3"
"1727204400";"24.09.2024 22:00";"778,6";"518,4";"700,3";"437,8"
"1727208000";"24.09.2024 23:00";"695,9";"462,2";"621,7";"382,5"
"1727211600";"25.09.2024 00:00";"644,4";"460,1";"628,3";"394,9"
"1727215200";"25.09.2024 01:00";"622,5";"445,3";"634,4";"408,9"
"1727218800";"25.09.2024 02:00";"613";"438,4";"627,1";"418,7"
"1727222400";"25.09.2024 03:00";"612,7";"460,4";"631,5";"419,6"
"1727226000";"25.09.2024 04:00";"616,8";"464";"653,3";"428,3"
"1727229600";"25.09.2024 05:00";"646,5";"489";"671,4";"420,1"
"1727233200";"25.09.2024 06:00";"749,9";"505";"764,4";"440,1"
"1727236800";"25.09.2024 07:00";"900,5";"621,6";"844,6";"528,6"
"1727240400";"25.09.2024 08:00";"1006,9";"782,7";"936,8";"658,9"
"1727244000";"25.09.2024 09:00";"1002,5";"841,5";"952,7";"727,2"
"1727247600";"25.09.2024 10:00";"947";"817,5";"993,9";"735,8"
"1727251200";"25.09.2024 11:00";"956,2";"751,3";"994,7";"737,4"
"1727254800";"25.09.2024 12:00";"984";"769,1";"945,6";"728,6"
"1727258400";"25.09.2024 13:00";"952,5";"817,3";"934,9";"800,2"
"1727262000";"25.09.2024 14:00";"879,1";"863,5";"894,6";"846,9"
"1727265600";"25.09.2024 15:00";"838,8";"832,6";"887,2";"853,9"
"1727269200";"25.09.2024 16:00";"849,5";"775,3";"888,5";"782,3"
"1727272800";"25.09.2024 17:00";"885,5";"711,3";"912,6";"688,6"
"1727276400";"25.09.2024 18:00";"886,9";"616,3";"948,7";"616,7"
"1727280000";"25.09.2024 19:00";"920,8";"651,9";"921,5";"594,7"
"1727283600";"25.09.2024 20:00";"903,6";"650,3";"907,1";"635,9"
"1727287200";"25.09.2024 21:00";"855,7";"647,4";"851,6";"611,5"
"1727290800";"25.09.2024 22:00";"782,3";"571,1";"793,7";"548,4"
"1727294400";"25.09.2024 23:00";"707,4";"503,8";"682,6";"472,7"
"1727298000";"26.09.2024 00:00";"659,5";"515,7";"644,9";"482,6"
"1727301600";"26.09.2024 01:00";"643,9";"457,7";"642,6";"422,8"
"1727305200";"26.09.2024 02:00";"626,2";"483";"588,1";"449,8"
"1727308800";"26.09.2024 03:00";"621,5";"446,6";"573,3";"432,2"
"1727312400";"26.09.2024 04:00";"622,8";"416,9";"588";"433"
"1727316000";"26.09.2024 05:00";"654,2";"424,9";"636,1";"372,9"
"1727319600";"26.09.2024 06:00";"759,4";"467,2";"760,2";"444"
"1727323200";"26.09.2024 07:00";"896";"573,1";"864,3";"535,7"
"1727326800";"26.09.2024 08:00";"978,3";"684,5";"901,5";"630,9"
"1727330400";"26.09.2024 09:00";"1008";"788";"925,2";"651,4"
"1727334000";"26.09.2024 10:00";"956,5";"803,7";"985,5";"711,6"
"1727337600";"26.09.2024 11:00";"955,6";"814,8";"990,8";"744,6"
"1727341200";"26.09.2024 12:00";"974,5";"787,3";"928,7";"710,7"
"1727344800";"26.09.2024 13:00";"963,5";"731,9";"943,3";"738,9"
"1727348400";"26.09.2024 14:00";"864,5";"693";"957,7";"733,8"
"1727352000";"26.09.2024 15:00";"788,7";"644,6";"947,9";"719,8"
"1727355600";"26.09.2024 16:00";"826,2";"551,3";"916,9";"630,7"
"1727359200";"26.09.2024 17:00";"885,6";"437,9";"955,2";"510,3"
"1727362800";"26.09.2024 18:00";"897,7";"395,2";"924,2";"456,5"
"1727366400";"26.09.2024 19:00";"934,5";"474,2";"919,8";"449,1"
"1727370000";"26.09.2024 20:00";"926,9";"501,8";"899,7";"478,2"
"1727373600";"26.09.2024 21:00";"875,3";"516,5";"862";"489,3"
"1727377200";"26.09.2024 22:00";"800,6";"546,2";"763,6";"454,5"
"1727380800";"26.09.2024 23:00";"718,3";"574,4";"664,7";"478,5"
"1727384400";"27.09.2024 00:00";"666,5";"534,9";"616";"453,3"
"1727388000";"27.09.2024 01:00";"647,4";"450,2";"617,7";"405,5"
"1727391600";"27.09.2024 02:00";"629,7";"480,6";"589,8";"431,7"
"1727395200";"27.09.2024 03:00";"631,1";"466,2";"587,1";"434,5"
"1727398800";"27.09.2024 04:00";"646,4";"478,4";"594,5";"428,9"
"1727402400";"27.09.2024 05:00";"667,3";"510,4";"605,9";"424,7"
"1727406000";"27.09.2024 06:00";"770,5";"541,3";"714,7";"433,2"
"1727409600";"27.09.2024 07:00";"915,3";"603";"824,5";"456,5"
"1727413200";"27.09.2024 08:00";"1053,6";"686,3";"892,5";"510,8"
"1727416800";"27.09.2024 09:00";"1099,8";"756,7";"886,1";"589,7"
"1727420400";"27.09.2024 10:00";"1034,2";"770,6";"884,3";"642,2"
"1727424000";"27.09.2024 11:00";"1038,8";"763,5";"914,1";"725,8"
"1727427600";"27.09.2024 12:00";"1019,8";"781,2";"868,7";"724,8"
"1727431200";"27.09.2024 13:00";"990,6";"735,1";"870,3";"704,4"
"1727434800";"27.09.2024 14:00";"935,3";"691,2";"900,8";"649,1"
"1727438400";"27.09.2024 15:00";"924,9";"599,9";"887,7";"557,2"
"1727442000";"27.09.2024 16:00";"897,7";"592,2";"882,4";"548,2"
"1727445600";"27.09.2024 17:00";"892,1";"580,9";"870,6";"529,9"
"1727449200";"27.09.2024 18:00";"881,2";"612,2";"833";"489,2"
"1727452800";"27.09.2024 19:00";"908,2";"639,8";"838,4";"504,1"
"1727456400";"27.09.2024 20:00";"888,6";"669,6";"871,8";"599,5"
"1727460000";"27.09.2024 21:00";"836,9";"621,4";"848,2";"580,5"
"1727463600";"27.09.2024 22:00";"764,7";"629";"727,9";"530,4"
"1727467200";"27.09.2024 23:00";"702,1";"630";"671,7";"512,1"
"1727470800";"28.09.2024 00:00";"658,6";"637,3";"627,7";"516,3"
"1727474400";"28.09.2024 01:00";"640,8";"612,2";"617,6";"551,9"
"1727478000";"28.09.2024 02:00";"621,7";"609,6";"603,7";"554,7"
"1727481600";"28.09.2024 03:00";"608,8";"594,7";"603,4";"535,3"
"1727485200";"28.09.2024 04:00";"608";"529,8";"595,4";"508,3"
"1727488800";"28.09.2024 05:00";"618";"500,1";"612,1";"462,7"
"1727492400";"28.09.2024 06:00";"639,8";"494,6";"666,4";"417,7"
"1727496000";"28.09.2024 07:00";"702,6";"539,5";"681,5";"444,7"
"1727499600";"28.09.2024 08:00";"816,2";"638,6";"738,4";"550"
"1727503200";"28.09.2024 09:00";"923,1";"740,5";"749,9";"596,5"
"1727506800";"28.09.2024 10:00";"915,5";"743,8";"745,6";"682,9"
"1727510400";"28.09.2024 11:00";"875,2";"804,3";"711";"788,2"
"1727514000";"28.09.2024 12:00";"826,5";"871,3";"797,1";"904,5"
"1727517600";"28.09.2024 13:00";"757,7";"849";"816";"837,7"
"1727521200";"28.09.2024 14:00";"750,5";"786";"806";"813,2"
"1727524800";"28.09.2024 15:00";"744,7";"682,3";"798,8";"711,4"
"1727528400";"28.09.2024 16:00";"754,4";"604,6";"822,1";"654,6"
"1727532000";"28.09.2024 17:00";"805,8";"489,1";"838,3";"538,6"
"1727535600";"28.09.2024 18:00";"814,4";"481,2";"816,1";"512,1"
"1727539200";"28.09.2024 19:00";"843,4";"467,3";"777";"520,9"
"1727542800";"28.09.2024 20:00";"826,3";"487,5";"841,7";"496,7"
"1727546400";"28.09.2024 21:00";"792";"492,2";"805,4";"512,7"
"1727550000";"28.09.2024 22:00";"739,6";"442,4";"756,5";"434,2"
"1727553600";"28.09.2024 23:00";"689,7";"434,9";"690,2";"456,6"
"1727557200";"29.09.2024 00:00";"664,3";"353,4";"618,1";"366,6"
"1727560800";"29.09.2024 01:00";"639,3";"288,4";"625,1";"296,4"
"1727564400";"29.09.2024 02:00";"633,1";"304,8";"617,3";"303,4"
"1727568000";"29.09.2024 03:00";"623,5";"313,4";"620,8";"301,9"
"1727571600";"29.09.2024 04:00";"622,9";"332";"647,6";"305,7"
"1727575200";"29.09.2024 05:00";"626,7";"325,5";"672,9";"309,1"
"1727578800";"29.09.2024 06:00";"658,4";"373";"679,7";"307,2"
"1727582400";"29.09.2024 07:00";"762,5";"462,8";"670";"314,9"
"1727586000";"29.09.2024 08:00";"872,4";"629,3";"734,5";"384,8"
"1727589600";"29.09.2024 09:00";"835,2";"669,8";"765";"518,2"
"1727593200";"29.09.2024 10:00";"712,4";"716,2";"722,1";"655,3"
"1727596800";"29.09.2024 11:00";"700,9";"769,5";"748,3";"746"
"1727600400";"29.09.2024 12:00";"759";"755,9";"761,8";"773,8"
"1727604000";"29.09.2024 13:00";"789,8";"716";"725,6";"790,2"
"1727607600";"29.09.2024 14:00";"715,6";"567,8";"739,9";"713,3"
"1727611200";"29.09.2024 15:00";"606,3";"516,8";"802,1";"723,6"
"1727614800";"29.09.2024 16:00";"637,6";"532,3";"786,2";"665"
"1727618400";"29.09.2024 17:00";"724,3";"548,2";"785,6";"631,8"
"1727622000";"29.09.2024 18:00";"808,8";"464,7";"801";"525,6"
"1727625600";"29.09.2024 19:00";"872,8";"571,3";"816,1";"541,3"
"1727629200";"29.09.2024 20:00";"862,8";"638,7";"801,6";"536,5"
"1727632800";"29.09.2024 21:00";"825,5";"614,4";"770,5";"547,6"
"1727636400";"29.09.2024 22:00";"762,8";"554,1";"715,9";"503,2"
"1727640000";"29.09.2024 23:00";"708,3";"521";"678,4";"506,5"
"1727643600";"30.09.2024 00:00";"670,5";"401,2";"627,7";"380,5"
"1727647200";"30.09.2024 01:00";"644,2";"333,4";"624,5";"320,1"
"1727650800";"30.09.2024 02:00";"640,6";"281,7";"622,9";"303,5"
"1727654400";"30.09.2024 03:00";"649,5";"278,3";"628,5";"299,5"
"1727658000";"30.09.2024 04:00";"659,5";"281,1";"658,9";"290,6"
"1727661600";"30.09.2024 05:00";"681,7";"317,5";"694,1";"340,7"
"1727665200";"30.09.2024 06:00";"798,8";"383,3";"792,2";"407,5"
"1727668800";"30.09.2024 07:00";"983,7";"554,7";"856,5";"508,8"
"1727672400";"30.09.2024 08:00";"1095,3";"745,4";"938,3";"599,5"
"1727676000";"30.09.2024 09:00";"958,2";"766,5";"1007,3";"719,4"
"1727679600";"30.09.2024 10:00";"853,1";"827,4";"962,3";"892,8"
"1727683200";"30.09.2024 11:00";"775";"831,3";"896";"904"
"1727686800";"30.09.2024 12:00";"745,6";"853,8";"859,5";"987,9"
